ID	fold	statistic	pval	padj	rgd_symbol	entrezgene	refseq_mrna	refseq_peptide	refseq_ncrna	gene_biotype
Fgfbp1	0.119033347446891	0.591933287297612	0.562123372902285	0.997196801240842	Fgfbp1	64535	NM_022603	NP_072125	NA	protein_coding
Tmem39b	0.217195943905939	1.88863999156668	0.0771088878857495	0.841774227576197	Tmem39b	362608	NM_001014192	NP_001014214	NA	protein_coding
Reep2	-0.0384857998130625	-0.318162653787713	0.754454873921764	0.997196801240842	Reep2	682105	NM_001048047	NP_001041512	NA	protein_coding
Sin3a	-0.00419839618025009	-0.0285502704332489	0.977574490327666	0.997998758195086	Sin3a	363067	NM_001108761	NP_001102231	NA	protein_coding
Ackr3	-0.275703661261796	-1.84654435716987	0.0832945359072253	0.845744955600029	Ackr3	84348	NM_053352	NP_445804	NA	protein_coding
Ptpn22	0.626122800257176	2.13686745004471	0.048311903244512	0.838206051790027	Ptpn22	295338	NM_001106460	NP_001099930	NA	protein_coding
Yipf1	0.138419757682851	0.752358938007305	0.462703526820496	0.991525315291175	Yipf1	298312	NM_199383	NP_955415	NA	protein_coding
Serpinb10	-0.0218802204497894	-0.172997730745339	0.864811307875728	0.997196801240842	Serpinb10	266775	NM_153733	NP_714955	NA	protein_coding
Lsm4	0.182995156819114	1.31024406945227	0.208515228490209	0.952642479034104	Lsm4	290647	NM_001106073	NP_001099543	NA	protein_coding
Nup93	0.230261026464576	1.81211776379699	0.0886763238339412	0.845744955600029	Nup93	291874	NM_001011925	NP_001011925	NA	protein_coding
Gabra5	0.0225354315433828	0.260978953345667	0.797420477513342	0.997196801240842	Gabra5	29707	NM_017295	NP_058991	NA	protein_coding
Fam13b	-0.175770112673576	-0.707200252349602	0.489561527851071	0.996927439381126	Fam13b	291694	NM_001106158	NP_001099628	NA	protein_coding
Eif2ak4	0.0988043824250067	0.568767150819258	0.577369554879215	0.997196801240842	Eif2ak4	114859	NM_001105744	NP_001099214	NA	protein_coding
