ID	fold	statistic	pval	padj	rgd_symbol	entrezgene	refseq_mrna	refseq_peptide	refseq_ncrna	gene_biotype
Actg2	-0.225345163350315	-1.14133849587001	0.270436025825938	0.56225448908221	Actg2	25365	NM_012893	NP_037025	NA	protein_coding
Cpsf3l	0.494423030785054	2.84347162321719	0.0116917546467363	0.119807868646127	Cpsf3l	298688	NM_001033892	NP_001029064	NA	protein_coding
F2	-0.0900487765473814	-0.716951085270044	0.483685397772655	0.728481159295267	F2	29251	NM_022924	NP_075213	NA	protein_coding
Apoa2	0.0900774898467365	1.04867229381292	0.309830393206739	0.600207713055541	Apoa2	25649	NM_013112	NP_037244	NA	protein_coding
Actb	0.0492803588730943	0.522758850121574	0.608267773146828	0.810073703238156	Actb	81822	NM_031144	NP_112406	NA	protein_coding
Slc4a1	-0.00782241817416018	-0.0854136982025397	0.932986583857075	0.973142948342207	Slc4a1	24779	NM_012651	NP_036783	NA	protein_coding
Fga	-0.00623551564699687	-0.0792641402589746	0.937800234332658	0.975384143358013	Fga	361969	NM_001008724	NP_434684	NA	protein_coding
C8a	0.0183281280434646	0.183382208242046	0.856789703739282	0.939096863021106	C8a	298288	NM_001106670	NP_001100140	NA	protein_coding
Clu	1.00314454644058	1.64554257485588	0.119253996323015	0.381881493590171	Clu	24854	NM_053021	NP_444180	NA	protein_coding
Afm	0.070036207256547	0.750163260055554	0.46398827993061	0.716107574119149	Afm	282708	NM_172320	NP_758823	NA	protein_coding
C8g	-0.0148577899907973	-0.124539456114384	0.902431207896403	0.959366933558673	C8g	296545	NM_001106555	NP_001100025	NA	protein_coding
F13a1	0.848744365407604	2.01919570095934	0.0604528691930281	0.274718824676958	F13a1	60327	NM_021698	NP_067730	NA	protein_coding
Pfn1	0.118718366134816	0.937978172519117	0.362126715814446	0.640170107121702	Pfn1	64303	NM_022511	NP_071956	NA	protein_coding
Slc2a1	-0.110070909142133	-0.834779309299784	0.416068196312367	0.680227626345801	Slc2a1	24778	NM_138827	NP_620182	NA	protein_coding
Apoa1	-2.30713075382611	-2.46196302099268	0.025484698387434	0.182505296550202	Apoa1	25081	NM_012738	NP_036870	NA	protein_coding
Psmc5	0.300356523022675	2.78107119082886	0.0133023390193116	0.127450500170579	Psmc5	81827	NM_031149	NP_112411	NA	protein_coding
Itih1	0.107803512008929	0.936340204043653	0.362943801551687	0.64099468102695	Itih1	306251	NM_001107291	NP_001100761	NA	protein_coding
