ID	fold	statistic	pval	padj	rgd_symbol	entrezgene	refseq_mrna	refseq_peptide	refseq_ncrna	gene_biotype
Baz1b	0.0835202664930925	0.98158802533953	0.340836811406956	0.969280898447854	Baz1b	368002	NM_001191916	NP_001178845	NA	protein_coding
Npm1	0.208227824533136	1.33574542102398	0.200225242298078	0.951424428038374	Npm1	25498	NM_012992	NP_037124	NA	protein_coding
Apbb1	-0.284661047661295	-1.90594588595053	0.0746870119964489	0.841774227576197	Apbb1	29722	NM_080478	NP_536726	NA	protein_coding
Hat1	0.204562604269864	1.64106532294799	0.120188191719308	0.901038662343685	Hat1	296501	NM_001009657	NP_001009657	NA	protein_coding
Asf1a	-0.118659722335685	-1.38618678657184	0.18460559620452	0.939395399611916	Asf1a	294408	NM_001106389	NP_001099859	NA	protein_coding
Pih1d1	0.0486828343867582	0.436966834910719	0.66794459581607	0.997196801240842	Pih1d1	292898	NM_001024868	NP_001020039	NA	protein_coding
Uimc1	0.135320542187783	1.62605738772979	0.123365528616069	0.906150459397149	Uimc1	290997	NM_001013884	NP_001013906	NA	protein_coding
Hist1h2ao	-0.106603102219569	-0.534671813324588	0.600189999719904	0.997196801240842	Hist1h2ao	364723	NM_022686	NP_073177	NA	protein_coding
Usp49	-0.0116144645941723	-0.181157495336214	0.858506876288967	0.997196801240842	Usp49	316211	NM_001136470	NP_001129942	NA	protein_coding
Brd7	0.204557370132981	1.97566085657252	0.065606104621831	0.838206051790027	Brd7	361374	NM_001108440	NP_001101910	NA	protein_coding
Sart3	0.273331410269229	2.10238536355141	0.0516154522079735	0.838206051790027	Sart3	304582	NM_001107156	NP_001100626	NA	protein_coding
L3mbtl2	0.0877579094896381	0.493317479202816	0.62845531201428	0.997196801240842	L3mbtl2	300320	NM_001033695	NP_001028867	NA	protein_coding
Smarca2	0.00567307364812475	0.0245289603718765	0.980732398932902	0.997998758195086	Smarca2	361745	NM_001004446	NP_001004446	NA	protein_coding
Coprs	0.161088379213436	1.39775856568273	0.181165018942217	0.936750771135208	Coprs	290925	NM_001169121	NP_001162592	NA	protein_coding
Mysm1	-0.081963117263351	-0.441090831343513	0.665018282905725	0.997196801240842	Mysm1	298247	NA	NA	NA	protein_coding
Brd1	-0.0291190863040036	-0.164468841269602	0.871411019862784	0.997196801240842	Brd1	315210	NM_001108103	NP_001101573	NA	protein_coding
Tbl1xr1	-0.0207859900426781	-0.132920216626538	0.895905063083352	0.997196801240842	Tbl1xr1	365755	NM_001108941	NP_001102411	NA	protein_coding
Phf12	0.139353993333102	0.809272854309516	0.43016668933025	0.987854637670576	Phf12	303274	NM_001013117	NP_001013135	NA	protein_coding
Rnf8	0.106072701471959	0.656429796882873	0.520828263119067	0.997008139256725	Rnf8	361815	NM_001025727	NP_001020898	NA	protein_coding
Chd8	0.0566396951076076	0.888382099471813	0.387426874810178	0.978738173481938	Chd8	65027	NM_022933	NP_075222	NA	protein_coding
Dnajc2	0.165390526505531	1.03759154728778	0.314806804863862	0.966242785565252	Dnajc2	116456	NM_053776	NP_446228	NA	protein_coding
Uhrf1	-0.0783470279481326	-0.482350065193661	0.636055244900045	0.997196801240842	Uhrf1	316129	NM_001008882	NP_001008882	NA	protein_coding
Dek	-0.0462749046651236	-0.340324178236718	0.738016164595612	0.997196801240842	Dek	306817	NM_001004255	NP_001004255	NA	protein_coding
H2afx	0.127996564818169	0.75377608143553	0.461875471426547	0.991525315291175	H2afx	500987	NM_001109291	NP_001102761	NA	protein_coding
Rnf168	0.120384399033738	0.918264049175078	0.372044810234937	0.976243021620377	Rnf168	690043	NM_001127597	NP_001121069	NA	protein_coding
Anp32e	0.175160222732398	1.11990235073483	0.27919872362923	0.961411131536463	Anp32e	361999	NM_001013200	NP_001013218	NA	protein_coding
Pygo2	0.154244668869529	1.13009071161986	0.275007852497037	0.961411131536463	Pygo2	295251	NM_001106447	NP_001099917	NA	protein_coding
Zmynd11	-0.0691104705507053	-0.568314188591025	0.577669776590235	0.997196801240842	Zmynd11	291259	NM_203369	NP_976244	NA	protein_coding
Chaf1b	0.258657052212372	2.34104548600389	0.0324305289323398	0.835745982183781	Chaf1b	288242	NM_001024741	NP_001019912	NA	protein_coding
Snca	-0.192713011634571	-1.82097180817618	0.0872636396812953	0.845744955600029	Snca	29219	NM_019169	NP_062042	NA	protein_coding
Rcc1	0.235138205355895	1.89397091945063	0.0763554841107647	0.841774227576197	Rcc1	682908	NM_001128189	NP_001121661	NA	protein_coding
Phf21a	0.0366936854710946	0.217546707351412	0.830517814652654	0.997196801240842	Phf21a	362166	NA	NA	NA	protein_coding
Prkcb	0.342804968136426	0.881027159726142	0.39127722996731	0.980752687885027	Prkcb	25023	NM_001172305	NP_001165776	NA	protein_coding
Mcm2	0.381195897944009	1.39450685309858	0.182126530012447	0.936774947614302	Mcm2	312538	NM_001107873	NP_001101343	NA	protein_coding
Rnf20	0.126995075288371	1.47842338525133	0.158608473791599	0.921395601033628	Rnf20	313216	NM_001107929	NP_001101399	NA	protein_coding
Pkn1	0.136381304724821	0.826849519348095	0.420419034633237	0.987854637670576	Pkn1	29355	NM_017175	NP_058871	NA	protein_coding
Zmynd8	0.244031413340528	1.33726847050561	0.199738580496875	0.951424428038374	Zmynd8	296374	NM_001100838	NP_001094308	NA	protein_coding
H3f3a	-0.0356270859331325	-0.25661490320146	0.800729261999547	0.997196801240842	H3f3a	117056	NM_053985	NP_446437	NA	protein_coding
Rsf1	-0.0986716692985219	-0.570645421896193	0.576125503356808	0.997196801240842	Rsf1	NA	NA	NA	NA	protein_coding
Tp53bp1	0.275081768023308	3.39876985401279	0.0036463422969834	0.815590966384435	Tp53bp1	296099	NA	NA	NA	protein_coding
Jak2	0.176435855801667	1.53863119033764	0.143332176905415	0.915629743254293	Jak2	24514	NM_031514	NP_113702	NA	protein_coding
Asf1b	0.426720740875836	1.73367874302404	0.102096182994132	0.868826130861171	Asf1b	304648	NM_001107160	NP_001100630	NA	protein_coding
Wdtc1	-0.162571791072437	-1.08703420444445	0.293042464363667	0.961411131536463	Wdtc1	313020	NM_001107908	NP_001101378	NA	protein_coding
Ctsl	0.0457619946219445	0.157202338722831	0.877041657976112	0.997196801240842	Ctsl	25697	NM_013156	NP_037288	NA	protein_coding
Supt6h	0.190271834341301	1.86049270023851	0.08119776665291	0.844758183109114	Supt6h	303281	NM_001191820	NP_001178749	NA	protein_coding
Ipo7	0.0919123868766309	0.91337429576227	0.374533136369764	0.977257952063575	Ipo7	308939	NM_001107545	NP_001101015	NA	protein_coding
Anp32b	0.17984532369408	1.5391485843645	0.143206442499973	0.915629743254293	Anp32b	170724	NM_131911	NP_571986	NA	protein_coding
Usp3	0.126504604938502	0.973594331155158	0.344672264375437	0.969280898447854	Usp3	363084	NM_001025424	NP_001020595	NA	protein_coding
Dtx3l	0.389079035396176	2.35426317679011	0.0315925349941912	0.833040188980032	Dtx3l	498089	NM_001109053	NP_001102523	NA	protein_coding
Tspy1	-0.035710521662621	-0.542886227987735	0.594651211535176	0.997196801240842	Tspy1	25223	NM_022923	NP_075212	NA	protein_coding
Cd1d1	0.413833810560676	1.54239502372283	0.1424196227674	0.915629743254293	Cd1d1	25109	NM_017079	NP_058775	NA	protein_coding
Lef1	0.280148291258378	0.855557439384501	0.404806600834609	0.985874641131951	Lef1	161452	NM_130429	NP_569113	NA	protein_coding
Sfmbt1	-0.0428441717810459	-0.249655628832192	0.806013811581912	0.997196801240842	Sfmbt1	58967	NM_031647	NP_113835	NA	protein_coding
Uhrf2	0.380665571820627	2.19586057126892	0.0431075981085147	0.838206051790027	Uhrf2	309331	NM_001107585	NP_001101055	NA	protein_coding
Chd2	0.119058798038282	1.16040651852605	0.262816340378389	0.961411131536463	Chd2	308738	NM_001107523	NP_001100993	NA	protein_coding
Daxx	0.285143095052235	2.93427863463689	0.00968125389382402	0.815590966384435	Daxx	140926	NM_080891	NP_543167	NA	protein_coding
Atrx	-0.0612211008591768	-0.468117365100708	0.645980705872998	0.997196801240842	Atrx	246284	NA	NA	NA	protein_coding
Elp2	0.268002631986814	2.01025451675294	0.0614803100560707	0.838206051790027	Elp2	307545	NM_001034145	NP_001029317	NA	protein_coding
Hmgb2l1	0.193407613875376	1.04485911996756	0.311536449016382	0.965569912738963	Hmgb2l1	498072	NM_017187	NP_058883	NA	protein_coding
Vrk1	0.31512832124887	1.47016197834752	0.160806478649009	0.924269495479954	Vrk1	362779	NM_001012194	NP_001012194	NA	protein_coding
