ID	fold	statistic	pval	padj	rgd_symbol	entrezgene	refseq_mrna	refseq_peptide	refseq_ncrna	gene_biotype
Canx	0.303840332294925	3.5177425008977	0.00283473852264697	0.0675892177687628	Canx	29144	NM_172008	NP_742005	NA	protein_coding
Tram2	0.0747852230340165	0.700375095141197	0.493699499310132	0.736130186014002	Tram2	100361830	NA	NA	NA	protein_coding
Pcsk9	1.0552797066104	3.09553956412024	0.00690979411604504	0.0976584323750853	Pcsk9	298296	NM_199253	NP_954862	NA	protein_coding
Rpn1	0.156888915883767	1.38520903243638	0.184898717928445	0.469143654544055	Rpn1	25596	NM_013067	NP_037199	NA	protein_coding
Car4	-0.436775769346651	-1.68964000085099	0.110381422504833	0.367773771103179	Car4	29242	NM_019174	NP_062047	NA	protein_coding
App	0.0531090485815824	0.313540493712587	0.757899171237107	0.890785420926981	App	54226	NM_019288	NP_062161	NA	protein_coding
Kcnj2	0.102204140445488	0.70433767386575	0.491294564317742	0.734695541629113	Kcnj2	29712	NM_017296	NP_058992	NA	protein_coding
Tram1l1	-0.0354146986328887	-0.532408529774735	0.601720561406845	0.806482548790268	Tram1l1	310846	NM_001107724	NP_001101194	NA	protein_coding
Lrat	0.4494293203197	1.42710170964177	0.172673985197386	0.454830228306099	Lrat	64047	NM_022280	NP_071616	NA	protein_coding
Cybb	1.73759626281805	4.47762780975297	0.000376074987238296	0.0285960713226165	Cybb	66021	NM_023965	NP_076455	NA	protein_coding
Pebp1	0.294110702277374	2.23980426343771	0.0395732257569021	0.224213210657072	Pebp1	29542	NM_017236	NP_058932	NA	protein_coding
Tp63	-0.0642191167901482	-0.724992039584013	0.478871374951225	0.724834090803565	Tp63	246334	NM_019221	NP_062094	NA	protein_coding
Glul	-0.203766858405931	-1.66075089167165	0.116127116794624	0.377848329325216	Glul	24957	NM_017073	NP_058769	NA	protein_coding
Lrpap1	0.0157984225853571	0.180854768796111	0.858740596472239	0.939859725174621	Lrpap1	116565	NM_001169113	NP_001162584	NA	protein_coding
Htr5a	0.19848610644704	1.40812314938765	0.178127789616881	0.460079955094403	Htr5a	25689	NM_013148	NP_037280	NA	protein_coding
Mt3	-0.799591316376635	-4.54618995603999	0.000326249140463214	0.0268604292334472	Mt3	117038	NM_053968	NP_446420	NA	protein_coding
Mpz	0.0604491457463174	0.692211267764888	0.498675919763067	0.738701219770628	Mpz	24564	NM_001314068	NP_001300997	NA	protein_coding
Crhr2	0.13260113489058	1.2304619485792	0.236214946547821	0.525910860105909	Crhr2	64680	NM_022714	NP_073205	NA	protein_coding
Scgb1a1	0.196037125068665	0.176331127967384	0.862234679403888	0.941063960753668	Scgb1a1	25575	NM_013051	NP_037183	NA	protein_coding
Rpn2	0.281373906662015	2.95968034673634	0.00918193474776223	0.107887733286206	Rpn2	64701	NM_031698	NP_113886	NA	protein_coding
Ccdc47	-0.119284597308321	-0.737146962289218	0.471649040439351	0.721619148077124	Ccdc47	303606	NM_001013974	NP_001013996	NA	protein_coding
Hgfac	-0.466172691197004	-1.51605929421905	0.148908353624243	0.423506324033999	Hgfac	58947	NM_053320	NP_445772	NA	protein_coding
Snca	-0.111862986164287	-1.05700877411345	0.30612412894635	0.596654669610046	Snca	29219	NM_019169	NP_062042	NA	protein_coding
Nucb1	0.0533240095348422	0.566102618396168	0.579136752281211	0.793638745389295	Nucb1	84595	NM_053463	NP_445915	NA	protein_coding
