ID	fold	statistic	pval	padj	rgd_symbol	entrezgene	refseq_mrna	refseq_peptide	refseq_ncrna	gene_biotype
Setmar	0.0286895430525256	0.282687013238548	0.781022006139123	0.997196801240842	Setmar	500281	NM_001025048	NP_001020219	NA	protein_coding
Endov	-0.0144592318958354	-0.149071489501424	0.883350134639549	0.997196801240842	Endov	NA	NA	NA	NA	protein_coding
Tdg	-0.0599040260401091	-0.654812673550208	0.521842404339908	0.997008139256725	Tdg	114521	NM_053729	NP_446181	NA	protein_coding
Ercc1	0.030064343097532	0.236450275871015	0.816067866281259	0.997196801240842	Ercc1	292673	NM_001106228	NP_001099698	NA	protein_coding
Msh6	0.229552722053061	1.39202517881433	0.182863130836753	0.936774947614302	Msh6	100360342	NA	NA	NA	protein_coding
Yy1	0.200553787854473	1.03162049124477	0.317512176899555	0.966242785565252	Yy1	24919	NM_173290	NP_775412	NA	protein_coding
Men1	0.289626952217988	3.35086570172983	0.00403497281003944	0.815590966384435	Men1	29417	NM_019208	NP_062081	NA	protein_coding
Rad51	0.21970555769865	0.872058578451552	0.396006655209941	0.981833322927576	Rad51	499870	NM_001109204	NP_001102674	NA	protein_coding
Rad51c	0.194743824356487	1.12928453971035	0.275337740120952	0.961411131536463	Rad51c	497976	NM_001129777	NP_001123249	NA	protein_coding
Hmg1l1	0.0434261607451258	0.351490841877163	0.729781973025359	0.997196801240842	Hmg1l1	679571	NM_001109373	NP_001102843	NA	protein_coding
Msh2	0.410433701433033	3.11080558132229	0.00669187062923468	0.815590966384435	Msh2	81709	NM_031058	NP_112320	NA	protein_coding
Rad18	0.0865453673392094	0.497080287462317	0.625857702556159	0.997196801240842	Rad18	362412	NM_001077673	NP_001071141	NA	protein_coding
Blm	0.427327734516108	2.21125452331175	0.0418374794271851	0.838206051790027	Blm	308755	NA	NA	NA	protein_coding
Aff3	0.0290556865039204	0.300095595489873	0.767947643817101	0.997196801240842	Aff3	363220	NM_001191887	NP_001178816	NA	protein_coding
Tdp1	0.177839730488358	1.0670354322815	0.301709212598474	0.962020454059983	Tdp1	314380	NM_001031657	NP_001026827	NA	protein_coding
Nfic	-0.0373713690812361	-0.26948791012969	0.790980572146293	0.997196801240842	Nfic	29228	NM_031567	NP_113755	NA	protein_coding
