ID	fold	statistic	pval	padj	rgd_symbol	entrezgene	refseq_mrna	refseq_peptide	refseq_ncrna	gene_biotype
Ptpn6	0.844706137599339	2.33884162964642	0.0325722627920067	0.127491040397041	Ptpn6	116689	NM_053908	NP_446360	NA	protein_coding
Ptpn12	0.313845074631034	2.44953379298349	0.0261279618264347	0.110906727018726	Ptpn12	117255	NM_057115	NP_476456	NA	protein_coding
Pttg1	0.756336028584727	3.08698494759681	0.00703494291633952	0.0473616794848656	Pttg1	64193	NM_022391	NP_071786	NA	protein_coding
Adam9	0.378604400012883	2.01339966082878	0.0611171074038555	0.193437630206307	Adam9	290834	NM_001014772	NP_001014772	NA	protein_coding
Ptpn22	0.240163005115727	0.81964194264436	0.424398917308462	0.639706347831872	Ptpn22	295338	NM_001106460	NP_001099930	NA	protein_coding
Elmo3	-0.245210075146685	-1.23478561755248	0.234643902288544	0.450717467274252	Elmo3	291962	NM_001030028	NP_001025199	NA	protein_coding
Abl1	-0.012724900009621	-0.0975267413372401	0.923512963854991	0.963967628093109	Abl1	100909750	NM_001100850	NP_001094320	NA	protein_coding
Gja1	0.830943097053697	3.73454968805394	0.00179117659213295	0.0204231768451606	Gja1	24392	NM_012567	NP_036699	NA	protein_coding
Pde4d	-0.119364886240587	-1.1664329537084	0.260442199775518	0.478111484071987	Pde4d	24627	NM_001113329	NP_058728	NA	protein_coding
Espn	-0.47789143703789	-2.63110718714208	0.0180965666376677	0.0880281589492971	Espn	56227	NM_019622	NP_062568	NA	protein_coding
Sos1	0.0661907820742966	0.581493589214351	0.568967577867248	0.757144291587143	Sos1	313845	NM_001100716	NP_001094186	NA	protein_coding
Mvb12a	0.188962613762664	2.28160771212161	0.0364625169409444	0.137575703932046	Mvb12a	290635	NM_199375	NP_955407	NA	protein_coding
Plscr1	0.34095401318841	2.54481588136875	0.0215651779710186	0.0984117334166742	Plscr1	117540	NM_057194	NP_476542	NA	protein_coding
Reps1	0.151379655701511	1.22747904853161	0.237303551317413	0.453380327299586	Reps1	NA	NM_001106264	NP_001099734	NA	protein_coding
