ID	fold	statistic	pval	padj	rgd_symbol	entrezgene	refseq_mrna	refseq_peptide	refseq_ncrna	gene_biotype
Myh1	0.0625533509143756	0.920094817764073	0.371116052685363	0.976243021620377	Myh1	252942	NM_001135157	NP_001093955	NA	protein_coding
Tnnc2	-0.956599037467424	-2.06432396309572	0.0555011583872782	0.838206051790027	Tnnc2	296369	NM_001037351	NP_001032428	NA	protein_coding
Tnnc1	-0.059262410223174	-0.362461606170986	0.721725336856781	0.997196801240842	Tnnc1	290561	NM_001034105	NP_001029277	NA	protein_coding
Tnni3	-0.0192023938954486	-0.24026046254984	0.81316344202083	0.997196801240842	Tnni3	29248	NM_017144	NP_058840	NA	protein_coding
Tnnt1	-0.00234765225500277	-0.0195770697765082	0.984621535193643	0.998130905374917	Tnnt1	171409	NM_001277261	NP_001264190	NA	protein_coding
Tnnt3	0.179034792067285	1.62336196935201	0.123943720946125	0.906432797668064	Tnnt3	24838	NM_001270666	NP_001257607	NA	protein_coding
Tnni1	-0.00291761699668935	-0.0210881364103998	0.98343472032121	0.998130905374917	Tnni1	29388	NM_017184	NP_058880	NA	protein_coding
Tnni2	-0.0736528359139257	-0.569138569211474	0.577123440207739	0.997196801240842	Tnni2	29389	NM_017185	NP_058881	NA	protein_coding
Mybpc3	0.090900346398727	0.909716585420421	0.376401847031996	0.977633368474512	Mybpc3	295929	NM_001106490	NP_001099960	NA	protein_coding
Trim32	0.0283567970352117	0.241054538854187	0.81255848733582	0.997196801240842	Trim32	313264	NM_001012103	NP_001012103	NA	protein_coding
Lmod3	0.00644404362576578	0.0866403819671606	0.932026695318283	0.997196801240842	Lmod3	500267	NA	NA	NA	protein_coding
Fhod3	-0.312475174929774	-2.03681534367794	0.0584736485430856	0.838206051790027	Fhod3	100360334	NM_001271332	NP_001258261	NA	protein_coding
Tmod3	0.0153264276152552	0.126967175421078	0.90053996420559	0.997196801240842	Tmod3	300838	NM_001011997	NP_001011997	NA	protein_coding
Tmod2	0.0574084201809906	0.612517131979817	0.548757542979126	0.997196801240842	Tmod2	58814	NM_031613	NP_113801	NA	protein_coding
Tmod4	-0.161396438603732	-1.23963022716834	0.232893210994245	0.958161512412227	Tmod4	295261	NM_001270650	NP_001257579	NA	protein_coding
Acta1	0.210722993623147	0.400907871037574	0.693762869099588	0.997196801240842	Acta1	29437	NM_019212	NP_062085	NA	protein_coding
Psma6	0.134707144157133	1.291822037325	0.214671671969745	0.957341125050009	Psma6	29673	NM_017283	NP_058979	NA	protein_coding
Hdac4	0.0453958608043497	0.369159006703264	0.716823447334029	0.997196801240842	Hdac4	363287	NM_053449	NP_445901	NA	protein_coding
Timp4	-0.155759463032601	-1.28681598007236	0.216369217343726	0.957341125050009	Timp4	680130	NM_001109393	NP_001102863	NA	protein_coding
Lman1	0.261056496319021	1.23300699821477	0.235289195982103	0.961411131536463	Lman1	116666	NM_053886	NP_446338	NA	protein_coding
Abcc9	-0.122545049016863	-0.53156808527657	0.60228940875648	0.997196801240842	Abcc9	25560	NM_013040	NP_037172	NA	protein_coding
Mmp2	0.389114614044979	1.48303968633488	0.157391156872908	0.919244437744022	Mmp2	81686	NM_031054	NP_112316	NA	protein_coding
Actn2	-0.26064976366909	-1.42652797409819	0.172836831619525	0.926773208040587	Actn2	291245	NM_001170325	NP_001163796	NA	protein_coding
Tmod1	-0.242532892839665	-2.58002846358968	0.0200793118616735	0.815590966384435	Tmod1	25566	NM_013044	NP_037176	NA	protein_coding
Calm2	-0.000736162010243291	-0.0098447824929498	0.992266191156111	0.999004153250637	Calm2	24242	NM_031969	NP_114175	NA	protein_coding
Actn3	0.110102034430174	0.905530875199759	0.378548030783765	0.977957102792118	Actn3	171009	NM_133424	NP_596915	NA	protein_coding
Actn1	-0.235565207266701	-1.18087937926773	0.254817208826417	0.961411131536463	Actn1	81634	NM_031005	NP_112267	NA	protein_coding
Ryr2	-0.0362281078902003	-0.374921890877304	0.712615735763047	0.997196801240842	Ryr2	689560	NM_032078	NP_114467	NA	protein_coding
Ankrd2	-0.0468866393844038	-0.379876477655697	0.70900583403201	0.997196801240842	Ankrd2	309374	NM_001107589	NP_001101059	NA	protein_coding
Actc1	-0.114422849518685	-1.14934269306625	0.267217517594086	0.961411131536463	Actc1	29275	NM_019183	NP_062056	NA	protein_coding
Obscn	0.0937933484380933	0.926015988890806	0.368123015647066	0.976243021620377	Obscn	NA	NA	NA	NA	protein_coding
Capzb	0.0788373869180745	0.417011784929114	0.682181865562705	0.997196801240842	Capzb	298584	NM_001005903	NP_001005903	NA	protein_coding
Abra	0.066981342045799	0.510961616753286	0.616319021443386	0.997196801240842	Abra	286965	NM_175844	NP_787038	NA	protein_coding
Arhgef25	-0.316682875343813	-1.42568698043446	0.173075762557119	0.926773208040587	Arhgef25	314904	NM_199395	NP_955427	NA	protein_coding
Ilk	-0.0954361853376309	-0.886934864949556	0.388182505168367	0.979194882186976	Ilk	170922	NM_133409	NP_596900	NA	protein_coding
Arf1	0.0156229743361731	0.141863671112907	0.888949259618809	0.997196801240842	Arf1	64310	NM_022518	NP_071963	NA	protein_coding
Synpo2	-0.696652033777126	-2.06976434286328	0.0549298572490121	0.838206051790027	Synpo2	499702	NM_001191963	NP_001178892	NA	protein_coding
Ank1	0.105017509759248	1.15836218999798	0.263625419586598	0.961411131536463	Ank1	306570	NM_001107322	NP_001100792	NA	protein_coding
