ID	fold	statistic	pval	padj	rgd_symbol	entrezgene	refseq_mrna	refseq_peptide	refseq_ncrna	gene_biotype
Decr1	-0.264092249111114	-1.2131218003912	0.24259756470186	0.464048986926903	Decr1	117543	NM_057197	NP_476545	NA	protein_coding
Fasn	-0.541819661998266	-6.58204499027904	6.14274803611941e-06	0.0003741435002816	Fasn	50671	NM_017332	NP_059028	NA	protein_coding
Kcnab1	-0.187909669895786	-2.25668023307689	0.0382888599224851	0.131829412165041	Kcnab1	29737	NM_017303	NP_058999	NA	protein_coding
Akr1b10	-0.0861303747178748	-1.07377756025093	0.298766746475214	0.527147120813052	Akr1b10	286921	NM_173136	NP_775159	NA	protein_coding
Fdxr	0.108999842440018	0.809621927754152	0.429971710519937	0.651478903437874	Fdxr	79122	NM_024153	NP_077067	NA	protein_coding
Hmgcr	-0.425297529980581	-2.55569950604322	0.0210950819692553	0.0857450080180354	Hmgcr	25675	NM_013134	NP_037266	NA	protein_coding
Cryz	-0.248012464908498	-1.70163478842275	0.108068970696119	0.273042830088945	Cryz	362061	NM_001012183	NP_001012183	NA	protein_coding
Cbr4	-0.717100144843466	-2.51347638764509	0.0229751538606829	0.0909709408918183	Cbr4	359725	NM_182672	NP_872613	NA	protein_coding
Mtrr	-0.503370308137704	-4.97289059404287	0.000136093630413012	0.00269884184840089	Mtrr	290947	NM_001039003	NP_001034092	NA	protein_coding
Cbr3	-0.542557907302382	-1.99216243140831	0.0636078208585061	0.189128310189003	Cbr3	304078	NM_001107110	NP_001100580	NA	protein_coding
Srd5a1	-0.498391438709177	-1.28745914972047	0.216150528878921	0.430713572651737	Srd5a1	24950	NM_017070	NP_058766	NA	protein_coding
Grhpr	-0.481873445711899	-2.02858277335042	0.0593909723921087	0.18068537931116	Grhpr	680021	NM_001113754	NP_001107226	NA	protein_coding
Qdpr	-0.536488714384633	-4.24833509544184	0.000606617551461523	0.00769585582289869	Qdpr	64192	NM_022390	NP_071785	NA	protein_coding
