ID	fold	statistic	pval	padj	rgd_symbol	entrezgene	refseq_mrna	refseq_peptide	refseq_ncrna	gene_biotype
Mut	0.027143805156717	0.126341022562112	0.901027691547494	0.997196801240842	Mut	688517	NA	NA	NA	protein_coding
Nox4	0.0304350363767463	0.238093081762438	0.814815248044186	0.997196801240842	Nox4	85431	NM_053524	NP_445976	NA	protein_coding
Mthfr	-0.0274857062083496	-0.260974705722991	0.797423696096782	0.997196801240842	Mthfr	362657	NA	NA	NA	protein_coding
Dpep1	0.167781188442556	0.253932802518278	0.80276475705405	0.997196801240842	Dpep1	94199	NM_053591	NP_446043	NA	protein_coding
Cps1	-0.162529861462784	-0.801716660247736	0.434401055022625	0.987854637670576	Cps1	497840	NM_017072	NP_058768	NA	protein_coding
Scarb1	0.442725228229969	1.86299477326753	0.0808266438490794	0.844758183109114	Scarb1	25073	NM_031541	NP_113729	NA	protein_coding
Mark1	0.0695040421879956	0.587012299546765	0.565344111664116	0.997196801240842	Mark1	117016	NM_053947	NP_446399	NA	protein_coding
Syt4	-0.114464092967479	-1.02777362090999	0.319263940185115	0.966242785565252	Syt4	64440	NM_031693	NP_113881	NA	protein_coding
Syt1	-0.399862661181455	-2.57965925053208	0.0200943723018877	0.815590966384435	Syt1	25716	NM_001033680	NP_001028852	NA	protein_coding
Axl	-0.143857750965297	-0.636001678617804	0.533720589465996	0.997196801240842	Axl	308444	NM_031794	NP_113982	NA	protein_coding
Plcd1	-0.305855224145108	-1.97275433614449	0.0659638864817601	0.838206051790027	Plcd1	24655	NM_017035	NP_058731	NA	protein_coding
Anxa9	-0.0952043204870474	-0.836550599462895	0.415100333152919	0.987854637670576	Anxa9	689830	NA	NA	NA	protein_coding
Osbpl5	-0.142016584885327	-0.975402740650617	0.343801941460954	0.969280898447854	Osbpl5	361686	NM_001015024	NP_001015024	NA	protein_coding
Syt9	-0.0754791029789148	-0.647976095104437	0.526142072484306	0.997196801240842	Syt9	60564	NM_053324	NP_445776	NA	protein_coding
Rpe65	-0.00733584431687184	-0.0971793335829966	0.923784513306609	0.997196801240842	Rpe65	89826	NM_053562	NP_446014	NA	protein_coding
Syt7	0.0360948149108142	0.432490444067542	0.671127231198639	0.997196801240842	Syt7	59267	NM_021659	NP_067691	NA	protein_coding
Gap43	-0.525988431110317	-1.66266947137269	0.115737703323099	0.892949820220458	Gap43	29423	NM_017195	NP_058891	NA	protein_coding
Sdpr	-0.627050511131	-2.52064040899267	0.0226453167250129	0.815590966384435	Sdpr	316384	NM_001007712	NP_001007713	NA	protein_coding
Syt10	-0.0203669753466107	-0.167664228796125	0.868937230254498	0.997196801240842	Syt10	60567	NM_031666	NP_113854	NA	protein_coding
Rasgrp1	0.0900232589625665	0.542390714743805	0.594984598627706	0.997196801240842	Rasgrp1	29434	NM_019211	NP_062084	NA	protein_coding
Fcho2	-0.0789027917797114	-0.704418093179184	0.491245828348935	0.996927439381126	Fcho2	309129	NM_001191632	NP_001178561	NA	protein_coding
Syt6	-0.0319584385160629	-0.349832419864526	0.731002750475788	0.997196801240842	Syt6	60565	NM_022191	NP_071527	NA	protein_coding
Syt5	-0.0772310548513371	-0.701144285747199	0.493232129217046	0.996927439381126	Syt5	54309	NM_019350	NP_062223	NA	protein_coding
Cpne6	0.0524751480125945	0.501391193428252	0.622887962957678	0.997196801240842	Cpne6	691478	NM_001191113	NP_001178042	NA	protein_coding
Mfge8	0.647487248489338	1.7968500539042	0.0911597456582516	0.847099615926041	Mfge8	25277	NM_001040186	NP_001035276	NA	protein_coding
Gas6	-0.125108851878296	-1.06236248625161	0.303760988229891	0.963640364926195	Gas6	58935	NM_057100	NP_476441	NA	protein_coding
Trim72	-0.218695962936284	-0.652803254499953	0.523104113380114	0.997196801240842	Trim72	365377	NM_001077675	NP_001071143	NA	protein_coding
Ftcd	0.0505517614594178	0.61321355986846	0.548308347760334	0.997196801240842	Ftcd	89833	NM_053567	NP_446019	NA	protein_coding
Gnmt	-0.105133093987653	-0.870789695990013	0.396678820877753	0.982120576957199	Gnmt	25134	NM_017084	NP_058780	NA	protein_coding
Slc46a1	-0.518062154360974	-3.19416979539872	0.00561586253599453	0.815590966384435	Slc46a1	303333	NM_001013969	NP_001013991	NA	protein_coding
Folr2	-0.0914128070473694	-0.258531867612511	0.799275349765112	0.997196801240842	Folr2	293154	NM_001106283	NP_001099753	NA	protein_coding
Folr1	-0.0150541009548215	-0.178603460984428	0.86047914390362	0.997196801240842	Folr1	171049	NM_133527	NP_598211	NA	protein_coding
Fasn	-0.211264969248735	-2.56645454197182	0.0206401430306155	0.815590966384435	Fasn	50671	NM_017332	NP_059028	NA	protein_coding
Gsta1	-0.333586836683359	-1.12198407912758	0.278338581128262	0.961411131536463	Gsta1	24421	NM_031509	NP_113697	NA	protein_coding
Mgst1	-0.329938259869531	-1.02180394369544	0.321996070652954	0.966242785565252	Mgst1	171341	NM_134349	NP_599176	NA	protein_coding
Gss	-0.0538472102187999	-0.402771264308892	0.692418739123926	0.997196801240842	Gss	25458	NM_012962	NP_037094	NA	protein_coding
Gstm7	-0.193727456569026	-0.905365982523566	0.378632746616282	0.977957102792118	Gstm7	24424	NM_031154	NP_112416	NA	protein_coding
Lancl1	0.0251120352327447	0.235441672451755	0.816837168771776	0.997196801240842	Lancl1	114515	NM_053723	NP_446175	NA	protein_coding
Gstp1	0.35465890022804	1.72723733227172	0.103273213441353	0.870384098931344	Gstp1	24426	NM_012577	NP_036709	NA	protein_coding
Ptges	0.291814749299624	1.08025059329081	0.295961516556611	0.961411131536463	Ptges	59103	NM_021583	NP_067594	NA	protein_coding
Gstm4	-0.143512275755942	-0.924430436262428	0.368922863936129	0.976243021620377	Gstm4	499689	NM_001024304	NP_001019475	NA	protein_coding
Gsta4	0.198864314338024	0.673427027174825	0.51023643672312	0.997008139256725	Gsta4	300850	NM_001106840	NP_001100310	NA	protein_coding
Dhfr	0.0633165907713575	0.370909178591697	0.715544573376452	0.997196801240842	Dhfr	24312	NM_130400	NP_569084	NA	protein_coding
Gpr143	0.0497093379577689	0.647431705510669	0.526485301440957	0.997196801240842	Gpr143	302619	NM_001106958	NP_001100428	NA	protein_coding
