ID	fold	statistic	pval	padj	rgd_symbol	entrezgene	refseq_mrna	refseq_peptide	refseq_ncrna	gene_biotype
Acadvl	-0.374519532104935	-2.1401479560274	0.0480079512377727	0.166677717471455	Acadvl	25363	NM_012891	NP_037023	NA	protein_coding
Etfa	-0.630532738572748	-3.63607955734177	0.00220638745825427	0.0231051346286311	Etfa	300726	NM_001009668	NP_001009668	NA	protein_coding
Acads	-0.628560357698332	-3.32895174816893	0.00422619224167185	0.0345327056680894	Acads	64304	NM_022512	NP_071957	NA	protein_coding
Acad11	-1.00780407412051	-2.98040564456934	0.00879323269896799	0.0546956758344211	Acad11	315973	NM_001108181	NP_001101651	NA	protein_coding
Acox1	-0.567901113275891	-2.43865913992203	0.0267033327098627	0.11255723892534	Acox1	50681	NM_017340	NP_059036	NA	protein_coding
Acad10	-0.421122430140193	-1.66437005189241	0.115393477089753	0.289728886974718	Acad10	304500	NM_001134537	NP_001128009	NA	protein_coding
Acox2	0.145145731405322	1.36793589956528	0.19013945256303	0.396039302674901	Acox2	252898	NM_145770	NP_665713	NA	protein_coding
Acadsb	-0.613042859501334	-2.25446022236838	0.0384555742172212	0.142838408526816	Acadsb	25618	NM_013084	NP_037216	NA	protein_coding
Acad9	0.0228852582524377	0.148636460128686	0.883687893151201	0.945658583122646	Acad9	294973	NM_181768	NP_861433	NA	protein_coding
Gcdh	-0.384414645755285	-2.18662183747882	0.0438868915246093	0.156722019449831	Gcdh	364975	NM_001108896	NP_001102366	NA	protein_coding
Acadl	-0.566436197626736	-2.44595900688201	0.0263157959949939	0.111443055192706	Acadl	25287	NM_012819	NP_036951	NA	protein_coding
Ivd	-0.772922876148865	-3.67369929154268	0.00203744192904062	0.0219854674514913	Ivd	24513	NM_012592	NP_036724	NA	protein_coding
Acadm	-0.785177721742132	-3.68219301472467	0.00200112760757537	0.0217735775582972	Acadm	24158	NM_016986	NP_058682	NA	protein_coding
