ID	fold	statistic	pval	padj	rgd_symbol	entrezgene	refseq_mrna	refseq_peptide	refseq_ncrna	gene_biotype
Slc9a6	0.0791127464743937	0.707320726215113	0.489488670775394	0.996927439381126	Slc9a6	302863	NA	NA	NA	protein_coding
Got1	0.551150441795646	1.66481196750861	0.11530417029728	0.892949820220458	Got1	24401	NM_012571	NP_036703	NA	protein_coding
Chrm1	0.0547948511280767	0.476846363396128	0.63988501698982	0.997196801240842	Chrm1	25229	NM_080773	NP_542951	NA	protein_coding
Sri	0.0322416465136257	0.296705898558518	0.770487882988817	0.997196801240842	Sri	683667	NM_001128190	NP_001121662	NA	protein_coding
Tanc1	0.0447351341268103	0.32931933511082	0.746163386154477	0.997196801240842	Tanc1	311055	NM_001002854	NP_001002854	NA	protein_coding
Gnrh1	-0.0940287296934121	-0.981978832963568	0.340650068471078	0.969280898447854	Gnrh1	25194	NM_012767	NP_036899	NA	protein_coding
Pebp1	0.0207520506910726	0.158037539106973	0.876394128324806	0.997196801240842	Pebp1	29542	NM_017236	NP_058932	NA	protein_coding
Epha4	-0.131859470958608	-1.17379730051077	0.257563092017103	0.961411131536463	Epha4	316539	NM_001162411	NP_001155883	NA	protein_coding
Glul	0.0173664810357632	0.141541166659627	0.889199929455252	0.997196801240842	Glul	24957	NM_017073	NP_058769	NA	protein_coding
Oprd1	0.0974385835962241	1.09474479539982	0.289750290732297	0.961411131536463	Oprd1	24613	NM_012617	NP_036749	NA	protein_coding
Npff	0.0027082610705742	0.0227874628664858	0.982100091430542	0.998001569629163	Npff	60337	NM_022586	NP_072108	NA	protein_coding
Kcnk2	-0.0393931164636205	-0.440515969586011	0.665425860511193	0.997196801240842	Kcnk2	170899	NM_172042	NP_742039	NA	protein_coding
Crhr2	-0.0293909275278632	-0.272730832856951	0.788530283748092	0.997196801240842	Crhr2	64680	NM_022714	NP_073205	NA	protein_coding
Kcna6	-0.0668444744452019	-0.77992752498484	0.446758237448224	0.989317256694182	Kcna6	64358	NM_023954	NP_076444	NA	protein_coding
Aqp1	0.0368791968894433	0.144995364417538	0.886515756175815	0.997196801240842	Aqp1	25240	NM_012778	NP_036910	NA	protein_coding
Pnoc	-0.0299408560678409	-0.243721156334436	0.810527865144803	0.997196801240842	Pnoc	25516	NM_013007	NP_037139	NA	protein_coding
Hnrnpr	-0.0145085729449796	-0.133303592223506	0.895606707137915	0.997196801240842	Hnrnpr	319110	NM_175603	NP_783193	NA	protein_coding
Adra2c	0.0999790439266368	1.00823472652005	0.328268313528779	0.967967236250445	Adra2c	24175	NM_138506	NP_612515	NA	protein_coding
Kcnab2	0.024576254326123	0.182685097513336	0.857327697935307	0.997196801240842	Kcnab2	29738	NM_017304	NP_059000	NA	protein_coding
Casr	-0.358542511961882	-2.4348380083526	0.0269083333460959	0.815590966384435	Casr	24247	NM_016996	NP_058692	NA	protein_coding
Cdh8	-0.0496627958341387	-0.591708027865648	0.562270590710999	0.997196801240842	Cdh8	NA	NM_053393	NP_445845	NA	protein_coding
Penk	0.376193892455998	1.04510515709247	0.3114261649129	0.965569912738963	Penk	29237	NM_017139	NP_058835	NA	protein_coding
Snca	-0.192713011634571	-1.82097180817618	0.0872636396812953	0.845744955600029	Snca	29219	NM_019169	NP_062042	NA	protein_coding
Drd2	0.0400333378408151	0.329127139602097	0.746305954313528	0.997196801240842	Drd2	24318	NM_012547	NP_036679	NA	protein_coding
Gp1bb	-0.0210548269081148	-0.0911118984787475	0.92852863096089	0.997196801240842	Gp1bb	116727	NM_053930	NP_446382	NA	protein_coding
Ghrh	-0.0267680421476379	-0.205748664909916	0.839568569365688	0.997196801240842	Ghrh	29446	NM_031577	NP_113765	NA	protein_coding
Oprk1	0.0524036452866055	0.467038072002866	0.646736228981398	0.997196801240842	Oprk1	29335	NM_017167	NP_001305671	NA	protein_coding
Dgki	-0.00792898156868516	-0.0571150655587023	0.955156994503169	0.997196801240842	Dgki	688705	NM_198782	NP_942077	NA	protein_coding
Fkbp1a	-0.0851107853619766	-0.526693081142825	0.605594236102128	0.997196801240842	Fkbp1a	25639	NM_013102	NP_037234	NA	protein_coding
Elk1	0.0311183993009703	0.485336804349256	0.633981355014722	0.997196801240842	Elk1	314436	NM_001108059	NP_001101529	NA	protein_coding
Tulp1	0.013375799216063	0.168214424646531	0.868511423354469	0.997196801240842	Tulp1	309900	NM_001107642	NP_001101112	NA	protein_coding
Atp6v0d1	0.00858180455520063	0.107676494404796	0.915583916000596	0.997196801240842	Atp6v0d1	291969	NM_001011927	NP_001011927	NA	protein_coding
Ucn	0.085482911258385	0.793886656563205	0.438816584279087	0.987854637670576	Ucn	29151	NM_019150	NP_062023	NA	protein_coding
Kcnip3	0.00314984447407518	0.02928528169484	0.976997330796565	0.997998758195086	Kcnip3	65199	NM_032462	NP_115851	NA	protein_coding
Ntrk2	-0.0422612901989181	-0.513315027279717	0.614708802207771	0.997196801240842	Ntrk2	25054	NM_012731	NP_036863	NA	protein_coding
Ptprn	0.0197220424646076	0.0848384940917851	0.933436721924086	0.997196801240842	Ptprn	116660	NM_053881	NP_446333	NA	protein_coding
Fmr1	-0.271133336355777	-1.19046649958339	0.251135663920039	0.961411131536463	Fmr1	24948	NM_052804	NP_434691	NA	protein_coding
Pcsk1	-0.102141769564546	-1.21305198650978	0.242623528056013	0.961411131536463	Pcsk1	25204	NM_017091	NP_058787	NA	protein_coding
Dixdc1	-0.540117997644283	-1.91096669603238	0.0739972132587074	0.841774227576197	Dixdc1	363062	NM_001037654	NP_001032743	NA	protein_coding
Kcna1	0.0767952433693431	0.594939897839959	0.560160364662614	0.997196801240842	Kcna1	24520	NM_173095	NP_775118	NA	protein_coding
Chrm3	-0.0824655704156241	-0.947549022248744	0.357377640538137	0.969410196033693	Chrm3	24260	NM_012527	NP_036659	NA	protein_coding
Rgs10	-0.0548819544541583	-0.285497153661313	0.778906793179375	0.997196801240842	Rgs10	54290	NM_019337	NP_062210	NA	protein_coding
Kcna2	-0.122347344171263	-1.12938696195204	0.275295812279861	0.961411131536463	Kcna2	25468	NM_012970	NP_037102	NA	protein_coding
Sept6	0.840998141605909	2.14065163746532	0.0479614391393479	0.838206051790027	Sept6	691335	NM_001173429	NP_001166900	NA	protein_coding
Ccl2	0.715949998441336	1.29201163737568	0.214607586114339	0.957341125050009	Ccl2	24770	NM_031530	NP_113718	NA	protein_coding
Hnrnpk	-0.192700926880875	-1.86650375548325	0.0803087099281165	0.844758183109114	Hnrnpk	117282	NM_057141	NP_476482	NA	protein_coding
