ID	fold	statistic	pval	padj	rgd_symbol	entrezgene	refseq_mrna	refseq_peptide	refseq_ncrna	gene_biotype
Fgr	1.94154660677572	5.11811361462067	0.000101518238280273	0.0139301692941367	Fgr	79113	NM_024145	NP_077059	NA	protein_coding
Abl1	0.0308504686517068	0.236445526020071	0.816071488729616	0.919167981173145	Abl1	100909750	NM_001100850	NP_001094320	NA	protein_coding
Jak1	0.229715836045431	1.56915309809681	0.136071937468907	0.407063587022199	Jak1	84598	NM_053466	NP_445918	NA	protein_coding
Matk	0.0543063887327966	0.529266598128957	0.603848507097767	0.807169791087437	Matk	60450	NM_021859	NP_068631	NA	protein_coding
Lck	0.889967857388561	1.50409641898695	0.151936488459318	0.427616301771288	Lck	313050	NM_001100709	NP_001094179	NA	protein_coding
Melk	0.236496385145611	1.26699041031431	0.223196102194171	0.511593282018869	Melk	362510	NM_001108662	NP_001102132	NA	protein_coding
Wee1	0.29526042078199	1.9389094906114	0.0702613956053287	0.294896938542213	Wee1	308937	NM_001012742	NP_001012760	NA	protein_coding
Syk	0.593093892567855	2.21490158062028	0.0415416895550508	0.229532178070531	Syk	25155	NM_012758	NP_036890	NA	protein_coding
Zap70	0.479414108285096	1.89957881074867	0.0755700361523023	0.304063057494501	Zap70	301348	NM_001012002	NP_001012002	NA	protein_coding
Fes	0.695804828467279	3.82857276022028	0.00146808049119637	0.0515468967761832	Fes	361597	NM_001108488	NP_001101958	NA	protein_coding
Ptk2b	-0.25804272543849	-1.36623960941185	0.190660514653004	0.476771098434763	Ptk2b	50646	NM_017318	NP_059014	NA	protein_coding
Hck	0.591842786847726	3.09290353994602	0.0069481227255025	0.0976584323750853	Hck	25734	NM_013185	NP_037317	NA	protein_coding
Dyrk1a	-0.243931635968737	-1.57283891940269	0.135216580218773	0.405855042064016	Dyrk1a	25255	NM_012791	NP_036923	NA	protein_coding
Pkdcc	-0.0510491474688051	-0.347826083224536	0.732480628613003	0.87583671317929	Pkdcc	313860	NM_001108007	NP_001101477	NA	protein_coding
Jak2	0.204970291109102	1.78746934153545	0.0927157810771067	0.339582282869319	Jak2	24514	NM_031514	NP_113702	NA	protein_coding
Lyn	0.643539593882649	3.0925091646186	0.00695387498662486	0.0976584323750853	Lyn	81515	NM_030857	NP_001104568	NA	protein_coding
Src	0.0889088755615619	0.940920373690788	0.360662197975006	0.638810878253059	Src	83805	NM_031977	NP_114183	NA	protein_coding
Fer	0.416035005104876	2.76993748418291	0.01361142703138	0.129373579538705	Fer	301737	NM_001106928	NP_001100398	NA	protein_coding
Stk16	-0.146336461659994	-1.28484662527201	0.217039915675467	0.506157943608855	Stk16	286927	NM_173142	NP_775165	NA	protein_coding
Tec	0.502203025267661	2.57945375615325	0.0201027592206611	0.161281411005546	Tec	84492	NM_053432	NP_445884	NA	protein_coding
Txk	0.190288518277105	1.03121497447178	0.317696512542441	0.607837484081527	Txk	305311	NM_001024255	NP_001019426	NA	protein_coding
Tyk2	-0.120055343810773	-0.993384410920671	0.335231659988718	0.621384346681473	Tyk2	100361294	NM_001257347	NP_001244276	NA	protein_coding
Frk	-0.367422946644115	-1.67227097921531	0.113805734171604	0.373734789373252	Frk	79209	NM_024368	NP_077344	NA	protein_coding
Csk	0.188651385220522	1.15725293456624	0.26406521399498	0.555383320535542	Csk	315707	NM_001030039	NP_001025210	NA	protein_coding
Fyn	1.03683423973322	3.01692562751422	0.00814705715438895	0.103798898942471	Fyn	25150	NM_012755	NP_036887	NA	protein_coding
Jak3	1.13047120553735	3.15955884477833	0.00604017810959189	0.0922435125181376	Jak3	25326	NM_012855	NP_036987	NA	protein_coding
