ID	fold	statistic	pval	padj	rgd_symbol	entrezgene	refseq_mrna	refseq_peptide	refseq_ncrna	gene_biotype
Polg	0.105445536806887	1.1269508461499	0.276294360783032	0.56771120120961	Polg	85472	NM_053528	NP_445980	NA	protein_coding
Ptprc	1.68495530571073	2.1625857737361	0.0459757106724606	0.240817884174581	Ptprc	24699	NM_138507	NP_612516	NA	protein_coding
Ercc6	0.0435635968347476	0.346587521548018	0.733393502990484	0.876401565435475	Ercc6	306274	NM_001107296	NP_001100766	NA	protein_coding
Bax	0.322026388955202	1.75909387864442	0.0975654746198466	0.347164422060128	Bax	24887	NM_017059	NP_058755	NA	protein_coding
Tp63	-0.0642191167901482	-0.724992039584013	0.478871374951225	0.724834090803565	Tp63	246334	NM_019221	NP_062094	NA	protein_coding
Tp53	0.373651166104405	2.74979922774864	0.0141882015461941	0.131914914375751	Tp53	24842	NM_030989	NP_112251	NA	protein_coding
Men1	-0.00783055374781316	-0.0905963128712902	0.928931897477516	0.972434811051813	Men1	29417	NM_019208	NP_062081	NA	protein_coding
Parp1	0.388368018283233	2.51794609019888	0.0227688337933394	0.172363897075955	Parp1	25591	NM_013063	NP_037195	NA	protein_coding
Cxcl2	6.46638493057452	11.5756359534366	3.25877971541204e-09	1.55343561634558e-05	Cxcl2	114105	NM_053647	NP_446099	NA	protein_coding
Prkdc	0.211366629209893	1.75492318669483	0.0982967026513195	0.348092805341154	Prkdc	360748	NA	NA	NA	protein_coding
Polb	-0.0429078893738915	-0.460086307833239	0.651612116057702	0.835539591051761	Polb	29240	NM_017141	NP_058837	NA	protein_coding
Sod2	1.28863121191962	5.32391339114772	6.72977518006722e-05	0.0113155008591046	Sod2	24787	NM_017051	NP_058747	NA	protein_coding
Chek2	0.107064486124199	0.568990732320251	0.577221395556909	0.792269994094382	Chek2	114212	NM_053677	NP_446129	NA	protein_coding
Tigar	-0.102374424713021	-0.582753859452624	0.568139041515419	0.78673516733686	Tigar	502894	NM_001025064	NP_001020235	NA	protein_coding
Cxcl10	-0.0129500509448981	-0.0413078394670668	0.967558862551746	0.985831550041471	Cxcl10	245920	NM_139089	NP_620789	NA	protein_coding
Gpx1	0.461390771969349	2.98117566358015	0.00877910498374793	0.106077889975691	Gpx1	24404	NM_030826	NP_110453	NA	protein_coding
Apobec1	0.278022131859858	2.20594519528704	0.0422715733968314	0.230849974021671	Apobec1	25383	NM_012907	NP_037039	NA	protein_coding
Myc	0.760724358231443	6.74494297839768	4.57683921407877e-06	0.00282246499556367	Myc	24577	NM_012603	NP_036735	NA	protein_coding
Brca2	0.188252757712644	1.90203720127645	0.0752279922140855	0.302993175118675	Brca2	360254	NM_031542	NP_113730	NA	protein_coding
Gata3	0.168308643113254	1.90845443568634	0.0743416519739427	0.301867565056098	Gata3	85471	NM_133293	NP_579827	NA	protein_coding
Prkaa1	-0.134639152528771	-1.0398824181485	0.313773271255968	0.603970543736496	Prkaa1	65248	NM_019142	NP_062015	NA	protein_coding
Bcl2	0.303176937144623	2.99838722398181	0.00846904563781217	0.104969687693381	Bcl2	24224	NM_016993	NP_058689	NA	protein_coding
Bak1	0.312504267142678	1.93399952072048	0.07090532343235	0.296071266574115	Bak1	116502	NM_053812	NP_446264	NA	protein_coding
Ccl2	3.25623970037275	5.87624777725453	2.29232780653635e-05	0.00621546428757533	Ccl2	24770	NM_031530	NP_113718	NA	protein_coding
Ccl7	2.8600249143894	5.90894752053186	2.15343290069233e-05	0.00621546428757533	Ccl7	287561	NM_001007612	NP_001007613	NA	protein_coding
Xrcc6	0.0918943397682828	0.68324212844883	0.504176764893007	0.743041720406669	Xrcc6	25019	NM_139080	NP_620780	NA	protein_coding
Nox4	0.00190326264040142	0.0148892106402316	0.988303676010803	0.994216675167858	Nox4	85431	NM_053524	NP_445976	NA	protein_coding
Rnf4	0.212540642773084	1.29281673588541	0.214335626640631	0.503617662960482	Rnf4	29274	NM_019182	NP_062055	NA	protein_coding
Egr1	0.759108308695425	1.65059623672098	0.118207021628936	0.380868084405171	Egr1	24330	NM_012551	NP_036683	NA	protein_coding
H2afx	0.169885644476765	1.00046228246642	0.331899923092048	0.619243252182487	H2afx	500987	NM_001109291	NP_001102761	NA	protein_coding
Cyba	0.477665007142237	2.84835882501449	0.0115739197401257	0.118804345535358	Cyba	79129	NM_024160	NP_077074	NA	protein_coding
Atm	0.153569580046486	0.914722539621658	0.373845910976332	0.650329635113046	Atm	300711	NM_001106821	NP_001100291	NA	protein_coding
Rad51	0.518590510600246	2.05839719399731	0.0561296980644917	0.264225684343021	Rad51	499870	NM_001109204	NP_001102674	NA	protein_coding
Xrcc5	0.105784214404663	0.934269322868768	0.363978650037385	0.641733440281539	Xrcc5	363247	NM_177419	NP_803154	NA	protein_coding
Atr	0.151746274217141	1.30592061295415	0.209947359128657	0.499671366283474	Atr	685055	NA	NA	NA	protein_coding
Elk1	-0.128629737066613	-2.00616827775741	0.0619551114974431	0.277599822675453	Elk1	314436	NM_001108059	NP_001101529	NA	protein_coding
Kdm1a	0.13592442806598	1.4961222443436	0.153983358185924	0.430006139564577	Kdm1a	500569	NM_001130098	NP_001123570	NA	protein_coding
Tmem109	-0.014809763723477	-0.171210132560985	0.866193725278618	0.94348963087617	Tmem109	361732	NM_001007736	NP_001007737	NA	protein_coding
Cryab	0.00974248713982639	0.0283526296518892	0.977729687791727	0.990003139343311	Cryab	25420	NM_012935	NP_037067	NA	protein_coding
Tlk2	-0.00310003740976406	-0.039966124825085	0.968611973243937	0.985955809736197	Tlk2	303592	NM_001191652	NP_001178581	NA	protein_coding
